<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.11.25	06:55:00	4142.17	4142.39	4140.36	4140.79	1354	0	7
2025.11.25	07:00:00	4140.80	4143.07	4140.79	4142.01	1444	0	7
2025.11.25	07:05:00	4142.00	4145.66	4141.91	4145.36	1191	0	7
2025.11.25	07:10:00	4145.34	4148.00	4145.09	4146.79	1394	0	7
2025.11.25	07:15:00	4146.78	4146.98	4142.74	4143.83	1459	0	7
2025.11.25	07:20:00	4143.84	4147.28	4142.84	4146.59	1390	0	7
2025.11.25	07:25:00	4146.61	4147.25	4143.30	4144.11	1451	0	7
2025.11.25	07:30:00	4144.11	4146.10	4141.55	4144.52	2280	0	7
2025.11.25	07:35:00	4144.55	4146.59	4143.63	4143.77	1754	0	7
2025.11.25	07:40:00	4143.82	4147.26	4143.29	4146.76	1932	0	7
2025.11.25	07:45:00	4146.75	4146.81	4145.00	4145.75	1644	0	7
2025.11.25	07:50:00	4145.76	4150.63	4145.52	4148.98	1998	0	7
2025.11.25	07:55:00	4148.98	4152.05	4147.32	4151.02	1987	0	7
2025.11.25	08:00:00	4151.06	4151.83	4146.29	4146.64	1902	0	7
2025.11.25	08:05:00	4146.65	4152.02	4146.02	4151.54	2248	0	7
2025.11.25	08:10:00	4151.53	4151.53	4147.21	4147.44	1926	0	7
2025.11.25	08:15:00	4147.43	4149.08	4146.43	4147.37	1825	0	7
2025.11.25	08:20:00	4147.36	4147.55	4142.54	4143.44	1916	0	7
2025.11.25	08:25:00	4143.44	4143.44	4140.09	4140.92	2250	0	7
2025.11.25	08:30:00	4140.94	4143.85	4140.28	4141.00	2509	0	7
2025.11.25	08:35:00	4140.99	4142.25	4138.79	4141.41	2338	0	7
2025.11.25	08:40:00	4141.38	4141.57	4138.88	4139.86	2056	0	7
2025.11.25	08:45:00	4139.87	4141.34	4138.98	4139.65	2083	0	7
2025.11.25	08:50:00	4139.62	4143.01	4139.12	4142.51	1751	0	7
2025.11.25	08:55:00	4142.51	4143.33	4141.54	4141.65	1459	0	7
2025.11.25	09:00:00	4141.65	4145.69	4141.40	4144.41	1900	0	7
2025.11.25	09:05:00	4144.43	4146.02	4144.02	4145.86	1816	0	7
2025.11.25	09:10:00	4145.86	4145.86	4139.80	4140.49	2310	0	7
2025.11.25	09:15:00	4140.49	4142.91	4139.36	4142.03	1701	0	7
2025.11.25	09:20:00	4142.03	4143.62	4140.71	4141.60	1576	0	7
2025.11.25	09:25:00	4141.60	4141.78	4135.19	4136.98	1786	0	7
2025.11.25	09:30:00	4136.98	4138.79	4135.76	4137.12	2069	0	7
2025.11.25	09:35:00	4137.12	4137.32	4130.97	4135.54	2204	0	7
2025.11.25	09:40:00	4135.54	4138.61	4134.97	4137.42	2351	0	7
2025.11.25	09:45:00	4137.45	4139.24	4135.66	4135.67	1964	0	7
2025.11.25	09:50:00	4135.66	4135.94	4132.52	4135.55	2275	0	7
2025.11.25	09:55:00	4135.55	4136.98	4130.16	4132.57	2034	0	7
2025.11.25	10:00:00	4132.59	4134.94	4131.58	4134.32	2206	0	7
2025.11.25	10:05:00	4134.34	4136.05	4133.45	4134.11	2019	0	7
2025.11.25	10:10:00	4134.11	4136.50	4132.73	4134.41	2141	0	7
2025.11.25	10:15:00	4134.42	4139.48	4134.42	4137.92	1978	0	7
2025.11.25	10:20:00	4137.90	4138.07	4134.79	4137.15	1526	0	7
2025.11.25	10:25:00	4137.16	4138.67	4135.28	4136.45	1997	0	7
2025.11.25	10:30:00	4136.45	4136.68	4129.14	4129.50	2251	0	7
2025.11.25	10:35:00	4129.47	4129.87	4121.40	4127.31	2988	0	7
2025.11.25	10:40:00	4127.22	4129.74	4125.25	4127.54	1848	0	7
2025.11.25	10:45:00	4127.54	4128.22	4123.08	4123.69	2070	0	7
2025.11.25	10:50:00	4123.52	4124.50	4109.20	4112.00	2732	0	7
2025.11.25	10:55:00	4112.00	4118.05	4112.00	4116.15	2134	0	7
2025.11.25	11:00:00	4116.15	4122.59	4114.07	4122.59	2022	0	7
2025.11.25	11:05:00	4122.64	4125.17	4121.77	4123.36	2005	0	7
2025.11.25	11:10:00	4123.36	4128.41	4122.30	4126.94	2222	0	7
2025.11.25	11:15:00	4126.96	4130.55	4126.78	4127.57	1995	0	7
2025.11.25	11:20:00	4127.56	4129.77	4125.72	4126.95	1991	0	7
2025.11.25	11:25:00	4126.95	4127.13	4122.87	4124.79	2013	0	7
2025.11.25	11:30:00	4124.79	4126.76	4121.95	4125.13	2164	0	7
2025.11.25	11:35:00	4125.12	4127.61	4124.83	4126.66	1739	0	7
2025.11.25	11:40:00	4126.67	4131.44	4126.23	4127.85	2306	0	7
2025.11.25	11:45:00	4127.86	4129.96	4126.87	4128.92	2031	0	7
2025.11.25	11:50:00	4128.92	4130.40	4126.08	4126.19	2319	0	7
2025.11.25	11:55:00	4126.23	4129.77	4126.17	4128.47	1663	0	7
2025.11.25	12:00:00	4128.46	4135.20	4127.53	4134.92	1774	0	7
2025.11.25	12:05:00	4134.92	4137.02	4132.96	4135.08	1920	0	7
2025.11.25	12:10:00	4135.07	4137.67	4134.46	4137.35	1367	0	7
2025.11.25	12:15:00	4137.36	4138.77	4136.60	4138.37	1560	0	7
2025.11.25	12:20:00	4138.38	4138.50	4131.37	4131.43	1813	0	7
2025.11.25	12:25:00	4131.38	4132.47	4129.20	4130.92	1955	0	7
2025.11.25	12:30:00	4130.94	4130.97	4128.25	4129.32	1850	0	7
2025.11.25	12:35:00	4129.33	4130.72	4129.14	4130.27	1471	0	7
2025.11.25	12:40:00	4130.27	4133.41	4130.27	4132.10	1723	0	7
2025.11.25	12:45:00	4132.10	4134.64	4130.84	4133.09	1588	0	7
2025.11.25	12:50:00	4133.10	4133.90	4129.36	4130.82	1633	0	7
2025.11.25	12:55:00	4130.81	4131.64	4127.66	4131.30	2114	0	7
2025.11.25	13:00:00	4131.29	4133.20	4127.85	4127.93	1745	0	7
2025.11.25	13:05:00	4127.97	4132.96	4127.97	4130.61	1824	0	7
2025.11.25	13:10:00	4130.62	4134.87	4130.55	4134.72	1359	0	7
2025.11.25	13:15:00	4134.72	4137.36	4133.92	4134.05	1788	0	7
2025.11.25	13:20:00	4134.03	4134.03	4128.77	4132.55	1949	0	7
2025.11.25	13:25:00	4132.53	4132.91	4131.17	4132.34	1448	0	7
2025.11.25	13:30:00	4132.35	4134.04	4130.54	4131.35	1491	0	7
2025.11.25	13:35:00	4131.34	4131.76	4129.39	4130.33	1781	0	7
2025.11.25	13:40:00	4130.41	4133.15	4130.02	4132.60	1424	0	7
2025.11.25	13:45:00	4132.59	4134.20	4130.12	4133.35	1689	0	7
2025.11.25	13:50:00	4133.43	4133.66	4130.94	4131.00	1757	0	7
2025.11.25	13:55:00	4131.01	4133.50	4130.23	4133.50	1498	0	7
2025.11.25	14:00:00	4133.50	4136.25	4133.25	4135.41	1913	0	7
2025.11.25	14:05:00	4135.34	4137.06	4135.24	4136.22	1595	0	7
2025.11.25	14:10:00	4136.22	4137.26	4135.52	4135.96	1488	0	7
2025.11.25	14:15:00	4135.94	4138.46	4135.65	4137.88	1815	0	7
2025.11.25	14:20:00	4137.95	4138.77	4135.73	4135.76	2210	0	7
2025.11.25	14:25:00	4135.78	4136.11	4132.62	4132.98	1832	0	7
2025.11.25	14:30:00	4132.99	4134.34	4132.47	4133.29	1680	0	7
2025.11.25	14:35:00	4133.29	4136.21	4132.71	4136.12	1477	0	7
2025.11.25	14:40:00	4136.13	4136.93	4117.33	4117.41	2685	0	7
2025.11.25	14:45:00	4117.40	4125.62	4116.18	4121.20	3676	0	7
2025.11.25	14:50:00	4121.27	4128.88	4120.73	4125.68	3087	0	7
2025.11.25	14:55:00	4125.62	4130.03	4125.42	4129.88	2319	0	7
2025.11.25	15:00:00	4129.91	4134.29	4129.49	4132.42	2714	0	7
2025.11.25	15:05:00	4132.47	4138.74	4132.44	4138.72	2272	0	7
2025.11.25	15:10:00	4138.71	4140.12	4136.53	4138.43	2670	0	7
2025.11.25	15:15:00	4138.43	4143.02	4137.89	4142.55	2596	0	7
2025.11.25	15:20:00	4142.57	4146.83	4140.70	4142.29	2922	0	7
2025.11.25	15:25:00	4141.90	4143.31	4137.91	4141.93	2556	0	7
2025.11.25	15:30:00	4141.90	4148.99	4141.90	4143.58	2784	0	7
2025.11.25	15:35:00	4143.57	4150.85	4143.12	4145.01	2753	0	7
2025.11.25	15:40:00	4145.01	4148.89	4144.29	4145.87	2319	0	7
2025.11.25	15:45:00	4145.87	4148.40	4144.20	4148.05	2183	0	7
2025.11.25	15:50:00	4148.05	4150.19	4147.94	4148.24	2102	0	7
2025.11.25	15:55:00	4148.33	4150.14	4144.57	4147.81	2491	0	7
2025.11.25	16:00:00	4147.79	4148.79	4145.38	4145.72	2430	0	7
2025.11.25	16:05:00	4145.73	4145.82	4138.91	4140.86	2688	0	7
2025.11.25	16:10:00	4140.87	4145.16	4140.49	4142.76	1957	0	7
2025.11.25	16:15:00	4142.77	4143.20	4138.71	4140.20	2050	0	7
2025.11.25	16:20:00	4140.20	4143.14	4138.83	4141.09	2211	0	7
2025.11.25	16:25:00	4141.06	4141.18	4133.52	4134.37	3111	0	7
2025.11.25	16:30:00	4134.43	4137.81	4127.75	4128.81	3573	0	7
2025.11.25	16:35:00	4128.80	4132.68	4117.69	4122.58	3633	0	7
2025.11.25	16:40:00	4122.60	4128.69	4118.17	4119.77	3727	0	7
2025.11.25	16:45:00	4119.79	4120.21	4111.19	4115.04	3783	0	7
2025.11.25	16:50:00	4115.03	4122.60	4111.50	4121.81	3467	0	7
2025.11.25	16:55:00	4121.79	4126.21	4119.69	4125.34	2922	0	7
2025.11.25	17:00:00	4125.35	4125.93	4117.95	4122.25	3159	0	7
2025.11.25	17:05:00	4122.22	4130.77	4121.03	4130.40	3115	0	7
2025.11.25	17:10:00	4130.42	4131.96	4125.77	4129.33	3277	0	7
2025.11.25	17:15:00	4129.33	4133.87	4127.08	4129.89	3028	0	7
2025.11.25	17:20:00	4129.88	4130.02	4125.18	4127.96	3159	0	7
2025.11.25	17:25:00	4127.89	4130.64	4125.73	4128.03	2832	0	7
2025.11.25	17:30:00	4128.03	4133.35	4127.97	4132.05	2488	0	7
2025.11.25	17:35:00	4132.04	4132.04	4127.74	4127.79	2502	0	7
2025.11.25	17:40:00	4127.81	4131.11	4127.29	4130.63	2086	0	7
2025.11.25	17:45:00	4130.63	4132.84	4128.35	4128.80	2335	0	7
2025.11.25	17:50:00	4128.81	4129.17	4122.71	4124.70	2810	0	7
2025.11.25	17:55:00	4124.70	4126.01	4120.97	4123.07	2837	0	7
2025.11.25	18:00:00	4123.06	4130.49	4122.22	4130.16	2516	0	7
2025.11.25	18:05:00	4130.16	4130.51	4126.20	4126.20	2323	0	7
2025.11.25	18:10:00	4126.18	4131.61	4123.39	4131.28	2545	0	7
2025.11.25	18:15:00	4131.32	4140.47	4131.28	4138.05	2849	0	7
2025.11.25	18:20:00	4138.04	4139.77	4133.57	4136.51	2507	0	7
2025.11.25	18:25:00	4136.54	4141.44	4136.37	4140.56	2497	0	7
2025.11.25	18:30:00	4140.59	4141.22	4137.40	4137.66	2353	0	7
2025.11.25	18:35:00	4137.65	4139.28	4136.48	4138.51	2065	0	7
2025.11.25	18:40:00	4138.42	4140.83	4138.27	4140.06	1966	0	7
2025.11.25	18:45:00	4140.06	4140.43	4134.63	4135.25	1975	0	7
2025.11.25	18:50:00	4135.25	4137.85	4135.25	4136.69	1711	0	7
2025.11.25	18:55:00	4136.69	4137.43	4135.59	4136.34	1912	0	7
2025.11.25	19:00:00	4136.34	4151.28	4136.09	4147.25	3714	0	7
2025.11.25	19:05:00	4147.36	4151.10	4145.03	4150.46	3012	0	7
2025.11.25	19:10:00	4150.51	4153.39	4147.30	4150.29	2900	0	7
2025.11.25	19:15:00	4150.29	4150.97	4145.40	4147.59	2581	0	7
2025.11.25	19:20:00	4147.59	4151.90	4146.14	4150.95	2549	0	7
2025.11.25	19:25:00	4150.97	4153.90	4149.47	4149.83	2368	0	7
2025.11.25	19:30:00	4149.82	4159.49	4148.86	4157.68	2616	0	7
2025.11.25	19:35:00	4157.69	4157.86	4150.65	4152.69	2770	0	7
2025.11.25	19:40:00	4152.68	4153.57	4149.99	4152.62	2654	0	7
2025.11.25	19:45:00	4152.62	4153.52	4149.15	4151.55	2522	0	7
2025.11.25	19:50:00	4151.56	4151.60	4144.33	4145.35	2653	0	7
2025.11.25	19:55:00	4145.40	4147.94	4145.24	4146.17	2451	0	7
2025.11.25	20:00:00	4146.16	4150.94	4146.10	4149.05	2419	0	7
2025.11.25	20:05:00	4149.07	4150.54	4147.17	4149.84	2315	0	7
2025.11.25	20:10:00	4149.83	4150.82	4142.05	4145.87	2673	0	7
2025.11.25	20:15:00	4145.87	4147.02	4142.29	4145.49	2061	0	7
2025.11.25	20:20:00	4145.49	4146.01	4142.93	4144.72	1948	0	7
2025.11.25	20:25:00	4144.69	4145.42	4141.83	4142.48	2342	0	7
2025.11.25	20:30:00	4142.50	4145.50	4142.46	4144.19	1834	0	7
2025.11.25	20:35:00	4144.16	4144.51	4135.19	4139.37	2045	0	7
2025.11.25	20:40:00	4139.37	4141.25	4137.66	4139.33	2022	0	7
2025.11.25	20:45:00	4139.34	4141.16	4138.74	4139.39	1817	0	7
2025.11.25	20:50:00	4139.41	4140.74	4139.05	4139.49	1909	0	7
2025.11.25	20:55:00	4139.48	4139.61	4132.69	4134.36	1967	0	7
2025.11.25	21:00:00	4134.36	4140.40	4131.73	4133.76	2384	0	7
2025.11.25	21:05:00	4133.76	4138.81	4133.35	4138.79	1937	0	7
2025.11.25	21:10:00	4138.79	4140.12	4137.19	4138.36	1721	0	7
2025.11.25	21:15:00	4138.36	4138.76	4133.31	4134.69	2014	0	7
2025.11.25	21:20:00	4134.70	4136.21	4129.63	4129.99	2104	0	7
2025.11.25	21:25:00	4129.97	4131.45	4128.54	4130.02	2288	0	7
2025.11.25	21:30:00	4130.02	4132.88	4129.89	4130.71	2193	0	7
2025.11.25	21:35:00	4130.70	4133.26	4129.35	4129.97	2098	0	7
2025.11.25	21:40:00	4130.02	4133.62	4129.16	4132.32	1950	0	7
2025.11.25	21:45:00	4132.31	4132.88	4129.51	4130.68	1878	0	7
2025.11.25	21:50:00	4130.68	4132.69	4129.81	4131.24	1848	0	7
2025.11.25	21:55:00	4131.27	4134.08	4130.82	4133.78	1829	0	7
2025.11.25	22:00:00	4133.78	4137.21	4133.59	4136.52	2081	0	7
2025.11.25	22:05:00	4136.53	4138.47	4134.56	4136.22	1757	0	7
2025.11.25	22:10:00	4136.25	4137.40	4133.87	4136.62	1615	0	7
2025.11.25	22:15:00	4136.62	4138.00	4135.73	4135.90	1581	0	7
2025.11.25	22:20:00	4135.90	4137.07	4133.59	4134.09	1726	0	7
2025.11.25	22:25:00	4134.09	4135.85	4132.28	4132.45	1577	0	7
2025.11.25	22:30:00	4132.46	4133.43	4130.76	4132.64	1797	0	7
2025.11.25	22:35:00	4132.64	4133.72	4131.19	4133.53	1844	0	7
2025.11.25	22:40:00	4133.55	4136.38	4133.02	4135.47	1640	0	7
2025.11.25	22:45:00	4135.48	4135.50	4131.46	4131.97	1595	0	7
2025.11.25	22:50:00	4131.97	4134.01	4130.65	4131.07	2048	0	7
2025.11.25	22:55:00	4131.07	4133.19	4130.95	4132.30	2126	0	7
2025.11.25	23:00:00	4132.31	4132.50	4127.63	4128.52	1072	0	7
2025.11.25	23:05:00	4128.52	4131.30	4128.31	4130.21	981	0	7
2025.11.25	23:10:00	4130.25	4132.22	4130.22	4131.90	1205	0	7
2025.11.25	23:15:00	4131.95	4132.42	4130.15	4130.63	1561	0	7
2025.11.25	23:20:00	4130.65	4131.76	4129.96	4130.82	1201	0	7
2025.11.25	23:25:00	4130.83	4131.21	4129.61	4130.39	1140	0	7
2025.11.25	23:30:00	4130.39	4132.20	4129.69	4131.27	598	0	7
2025.11.25	23:35:00	4131.28	4131.67	4129.83	4131.62	598	0	7
2025.11.25	23:40:00	4131.62	4132.44	4131.08	4131.37	385	0	7
2025.11.25	23:45:00	4131.37	4131.61	4131.00	4131.05	495	0	7
2025.11.25	23:50:00	4130.95	4131.28	4129.38	4131.03	601	0	7
2025.11.25	23:55:00	4131.04	4131.04	4129.42	4130.81	437	0	7
2025.11.26	01:00:00	4133.13	4135.08	4130.36	4134.43	576	0	7
2025.11.26	01:05:00	4134.48	4135.92	4132.81	4133.23	597	0	7
2025.11.26	01:10:00	4133.23	4134.21	4132.45	4133.35	530	0	7
2025.11.26	01:15:00	4133.35	4136.93	4133.33	4134.21	978	0	7
2025.11.26	01:20:00	4134.21	4134.58	4133.25	4133.72	583	0	7
2025.11.26	01:25:00	4133.71	4134.02	4132.02	4133.40	844	0	7
2025.11.26	01:30:00	4133.40	4133.46	4129.84	4132.62	1327	0	7
2025.11.26	01:35:00	4132.62	4135.58	4131.88	4135.09	1042	0	7
2025.11.26	01:40:00	4135.09	4135.43	4133.81	4134.02	489	0	7
2025.11.26	01:45:00	4134.02	4134.07	4131.34	4132.26	764	0	7
2025.11.26	01:50:00	4132.26	4133.68	4131.36	4132.29	794	0	7
2025.11.26	01:55:00	4132.28	4133.78	4131.84	4133.78	668	0	7
2025.11.26	02:00:00	4133.76	4135.97	4132.77	4135.24	1169	0	7
2025.11.26	02:05:00	4135.23	4138.98	4133.37	4138.73	1231	0	7
2025.11.26	02:10:00	4138.74	4140.03	4138.21	4138.74	1316	0	7
2025.11.26	02:15:00	4138.74	4140.35	4138.28	4138.71	1122	0	7
2025.11.26	02:20:00	4138.74	4141.37	4137.75	4141.37	1145	0	7
2025.11.26	02:25:00	4141.38	4142.79	4140.33	4141.93	1336	0	7
2025.11.26	02:30:00	4141.94	4142.52	4137.91	4138.86	1676	0	7
2025.11.26	02:35:00	4138.51	4140.51	4138.39	4140.37	1219	0	7
2025.11.26	02:40:00	4140.37	4141.04	4138.87	4139.78	1368	0	7
2025.11.26	02:45:00	4139.78	4140.13	4136.23	4136.74	1310	0	7
2025.11.26	02:50:00	4136.72	4138.42	4134.77	4138.32	1667	0	7
2025.11.26	02:55:00	4138.35	4144.40	4138.26	4142.86	1744	0	7
2025.11.26	03:00:00	4142.88	4144.01	4138.66	4141.49	2505	0	7
2025.11.26	03:05:00	4141.49	4145.95	4140.37	4143.88	1928	0	7
2025.11.26	03:10:00	4143.94	4144.61	4139.43	4140.44	1979	0	7
2025.11.26	03:15:00	4140.42	4144.81	4140.41	4144.81	2054	0	7
2025.11.26	03:20:00	4144.81	4147.39	4144.80	4145.41	1949	0	7
2025.11.26	03:25:00	4145.41	4147.05	4144.83	4145.06	1676	0	7
2025.11.26	03:30:00	4145.05	4148.30	4143.25	4147.18	2393	0	7
2025.11.26	03:35:00	4147.18	4149.36	4147.13	4149.21	1859	0	7
2025.11.26	03:40:00	4149.21	4151.61	4149.03	4150.59	1909	0	7
2025.11.26	03:45:00	4150.59	4152.65	4150.35	4152.22	1986	0	7
2025.11.26	03:50:00	4152.24	4152.93	4149.87	4150.66	2099	0	7
2025.11.26	03:55:00	4150.65	4151.09	4148.10	4148.42	1753	0	7
2025.11.26	04:00:00	4148.42	4150.88	4147.37	4150.88	1820	0	7
2025.11.26	04:05:00	4150.88	4153.72	4150.23	4153.02	2188	0	7
2025.11.26	04:10:00	4153.03	4153.12	4148.87	4150.54	2148	0	7
2025.11.26	04:15:00	4150.53	4156.23	4150.36	4155.63	1837	0	7
2025.11.26	04:20:00	4155.64	4158.12	4155.13	4156.99	1943	0	7
2025.11.26	04:25:00	4157.02	4164.62	4156.07	4162.50	2461	0	7
2025.11.26	04:30:00	4162.49	4166.36	4160.41	4163.21	3025	0	7
2025.11.26	04:35:00	4163.28	4165.51	4158.37	4159.16	2270	0	7
2025.11.26	04:40:00	4159.17	4163.59	4159.11	4161.73	2305	0	7
2025.11.26	04:45:00	4161.73	4164.86	4161.67	4164.71	2035	0	7
2025.11.26	04:50:00	4164.71	4166.68	4163.41	4164.84	2250	0	7
2025.11.26	04:55:00	4164.83	4165.33	4161.47	4161.68	1954	0	7
2025.11.26	05:00:00	4161.68	4164.14	4160.39	4161.83	1855	0	7
2025.11.26	05:05:00	4161.90	4167.25	4160.79	4166.80	2265	0	7
2025.11.26	05:10:00	4166.78	4169.02	4165.16	4165.48	2043	0	7
2025.11.26	05:15:00	4165.49	4166.10	4164.23	4164.33	1560	0	7
2025.11.26	05:20:00	4164.33	4165.14	4163.97	4164.69	1222	0	7
2025.11.26	05:25:00	4164.69	4165.55	4163.20	4164.33	1838	0	7
2025.11.26	05:30:00	4164.32	4165.59	4163.22	4163.48	1659	0	7
2025.11.26	05:35:00	4163.49	4166.65	4163.24	4165.78	1227	0	7
2025.11.26	05:40:00	4165.77	4167.52	4164.22	4166.04	1621	0	7
2025.11.26	05:45:00	4166.04	4169.31	4165.36	4165.42	1824	0	7
2025.11.26	05:50:00	4165.42	4166.20	4164.48	4164.89	1208	0	7
2025.11.26	05:55:00	4164.89	4166.14	4164.29	4166.14	1261	0	7
2025.11.26	06:00:00	4166.16	4167.16	4161.95	4162.29	1707	0	7
2025.11.26	06:05:00	4162.30	4162.84	4159.47	4161.87	1480	0	7
2025.11.26	06:10:00	4161.87	4163.30	4160.99	4161.89	1072	0	7
2025.11.26	06:15:00	4161.89	4162.37	4159.43	4161.15	1456	0	7
2025.11.26	06:20:00	4161.15	4161.18	4158.04	4158.41	1292	0	7
2025.11.26	06:25:00	4158.40	4159.18	4157.05	4157.53	1338	0	7
2025.11.26	06:30:00	4157.55	4160.76	4156.66	4160.60	1300	0	7
2025.11.26	06:35:00	4160.60	4161.01	4159.95	4160.36	1343	0	7
2025.11.26	06:40:00	4160.37	4161.16	4159.73	4160.39	1300	0	7
2025.11.26	06:45:00	4160.39	4160.83	4157.59	4160.25	1600	0	7
2025.11.26	06:50:00	4160.27	4162.90	4160.03	4161.63	1548	0	7
2025.11.26	06:55:00	4161.63	4162.49	4160.29	4162.03	1093	0	7
2025.11.26	07:00:00	4162.02	4162.53	4160.89	4162.51	1259	0	7
2025.11.26	07:05:00	4162.51	4166.76	4162.50	4165.58	1528	0	7
2025.11.26	07:10:00	4165.57	4166.60	4164.22	4166.20	1395	0	7
2025.11.26	07:15:00	4166.22	4168.00	4164.57	4166.26	1692	0	7
2025.11.26	07:20:00	4166.25	4168.73	4165.63	4165.74	1534	0	7
2025.11.26	07:25:00	4165.74	4167.58	4165.10	4166.95	1409	0	7
2025.11.26	07:30:00	4166.97	4167.56	4160.51	4163.27	2541	0	7
2025.11.26	07:35:00	4163.27	4163.63	4160.99	4161.50	1825	0	7
2025.11.26	07:40:00	4161.52	4163.40	4160.24	4162.70	1702	0	7
2025.11.26	07:45:00	4162.70	4165.06	4162.10	4164.00	1479	0	7
2025.11.26	07:50:00	4164.00	4165.08	4162.42	4163.33	1758	0	7
2025.11.26	07:55:00	4163.34	4163.63	4160.88	4162.36	1778	0	7
2025.11.26	08:00:00	4162.38	4162.77	4160.37	4160.74	1875	0	7
2025.11.26	08:05:00	4160.74	4162.90	4158.00	4160.26	1973	0	7
2025.11.26	08:10:00	4160.29	4160.67	4157.03	4157.40	1685	0	7
2025.11.26	08:15:00	4157.40	4157.72	4153.16	4156.01	2513	0	7
2025.11.26	08:20:00	4156.00	4159.90	4156.00	4159.47	1855	0	7
2025.11.26	08:25:00	4159.47	4160.26	4157.50	4158.27	1891	0	7
2025.11.26	08:30:00	4158.27	4158.41	4151.85	4152.72	1922	0	7
2025.11.26	08:35:00	4152.72	4153.18	4146.77	4148.98	2348	0	7
2025.11.26	08:40:00	4148.97	4151.55	4148.27	4150.99	1799	0	7
2025.11.26	08:45:00	4150.97	4152.01	4150.16	4151.48	1418	0	7
2025.11.26	08:50:00	4151.47	4154.16	4151.37	4152.54	1656	0	7
2025.11.26	08:55:00	4152.54	4153.26	4148.77	4150.11	1741	0	7
2025.11.26	09:00:00	4150.11	4152.80	4149.27	4152.71	1749	0	7
2025.11.26	09:05:00	4152.69	4154.83	4151.58	4152.54	1713	0	7
2025.11.26	09:10:00	4152.54	4153.97	4149.70	4153.47	1692	0	7
2025.11.26	09:15:00	4153.47	4154.21	4151.07	4151.29	1311	0	7
2025.11.26	09:20:00	4151.28	4152.07	4149.98	4151.66	1496	0	7
2025.11.26	09:25:00	4151.66	4152.44	4150.48	4152.06	1305	0	7
2025.11.26	09:30:00	4152.06	4155.26	4151.06	4154.28	1515	0	7
2025.11.26	09:35:00	4154.28	4156.59	4153.45	4155.00	1391	0	7
2025.11.26	09:40:00	4155.00	4156.16	4153.89	4155.32	1419	0	7
2025.11.26	09:45:00	4155.56	4158.18	4155.13	4157.91	1415	0	7
2025.11.26	09:50:00	4157.90	4161.55	4157.24	4157.66	1821	0	7
2025.11.26	09:55:00	4157.71	4159.40	4157.31	4157.47	1551	0	7
2025.11.26	10:00:00	4157.48	4160.10	4156.90	4159.19	1847	0	7
2025.11.26	10:05:00	4159.16	4166.44	4159.01	4164.71	2213	0	7
2025.11.26	10:10:00	4164.74	4167.42	4164.12	4165.62	1813	0	7
2025.11.26	10:15:00	4165.62	4167.84	4164.84	4167.34	1579	0	7
2025.11.26	10:20:00	4167.34	4167.34	4165.63	4165.93	1535	0	7
2025.11.26	10:25:00	4165.92	4168.58	4165.17	4166.75	1822	0	7
2025.11.26	10:30:00	4166.79	4167.25	4160.81	4160.81	2014	0	7
2025.11.26	10:35:00	4160.81	4165.76	4160.47	4163.01	1773	0	7
2025.11.26	10:40:00	4163.01	4163.03	4155.81	4158.09	1909	0	7
2025.11.26	10:45:00	4158.09	4158.16	4154.91	4155.56	1795	0	7
2025.11.26	10:50:00	4155.55	4160.37	4155.55	4159.79	1972	0	7
2025.11.26	10:55:00	4159.78	4162.69	4157.98	4161.21	1696	0	7
2025.11.26	11:00:00	4161.21	4164.64	4160.32	4164.31	1644	0	7
2025.11.26	11:05:00	4164.30	4164.47	4160.94	4160.94	1614	0	7
2025.11.26	11:10:00	4160.94	4161.57	4157.67	4158.34	1669	0	7
2025.11.26	11:15:00	4158.33	4161.34	4156.70	4161.11	1677	0	7
2025.11.26	11:20:00	4161.12	4161.58	4159.28	4160.05	1568	0	7
2025.11.26	11:25:00	4160.05	4163.17	4159.38	4162.81	1716	0	7
2025.11.26	11:30:00	4162.82	4164.12	4161.80	4162.81	1371	0	7
2025.11.26	11:35:00	4162.80	4163.47	4161.63	4162.90	1387	0	7
2025.11.26	11:40:00	4162.97	4163.05	4160.05	4160.07	1633	0	7
2025.11.26	11:45:00	4160.06	4160.88	4157.81	4158.75	1402	0	7
2025.11.26	11:50:00	4158.73	4160.69	4158.07	4159.39	1807	0	7
2025.11.26	11:55:00	4159.39	4162.80	4158.67	4162.80	1688	0	7
2025.11.26	12:00:00	4162.78	4164.87	4162.18	4164.20	1898	0	7
2025.11.26	12:05:00	4164.20	4164.62	4163.12	4164.04	1616	0	7
2025.11.26	12:10:00	4164.03	4165.15	4163.26	4163.88	1794	0	7
2025.11.26	12:15:00	4163.88	4164.81	4161.24	4161.88	1730	0	7
2025.11.26	12:20:00	4161.88	4163.11	4160.42	4161.67	1720	0	7
2025.11.26	12:25:00	4161.68	4165.13	4161.58	4163.26	1564	0	7
2025.11.26	12:30:00	4163.27	4163.27	4156.62	4159.38	2387	0	7
2025.11.26	12:35:00	4159.41	4161.62	4158.87	4161.14	1334	0	7
2025.11.26	12:40:00	4161.14	4161.21	4158.03	4158.21	1749	0	7
2025.11.26	12:45:00	4158.21	4159.41	4156.16	4157.42	1686	0	7
2025.11.26	12:50:00	4157.42	4160.60	4157.08	4160.21	1380	0	7
